"DCCFileName","construct","instrument_type","read_pattern","expected_neg","slide.name","class","segment","area","region","pathology","nuclei","FileVersion","SoftwareVersion","Date","SampleID","Plate_ID","Well","SeqSetId","Raw","Trimmed","Stitched","Aligned","umiQ30","rtsQ30","DeduplicatedReads","roi","aoi","NTC_ID","NTC","QCFlags.LowReads","QCFlags.LowTrimmed","QCFlags.LowStitched","QCFlags.LowAligned","QCFlags.LowSaturation","QCFlags.LowNegatives","QCFlags.HighNTC","QCFlags.LowNuclei","QCFlags.LowArea","Trimmed....","Stitched....","Aligned....","Saturated....","TAP_H_WTA_v1.0"
"DSP-1001250007851-H-A12.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",14519.38,"glomerulus","abnormal",19000,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-A12","1001250007851","A12","",2891046,2864976,2843198,2718347,0.9939,0.9932,281743,17,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0982502526767,98.3449588833938,94.0264181199469,89.6355027522241,5.77175475988493
"DSP-1001250007851-H-B01.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",24344.16,"glomerulus","abnormal",15982,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B01","1001250007851","B01","",4452245,4417956,4383805,4176468,0.9945,0.9937,305363,18,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2298492109037,98.4627979816924,93.8058889391756,92.6884870182173,6.60730312824766
"DSP-1001250007851-H-B02.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",19077.46,"glomerulus","abnormal",16229,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B02","1001250007851","B02","",3653435,3621399,3591115,3431728,0.9942,0.9935,281849,19,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.1231265918239,98.2942080535168,93.931546612982,91.78696563364,5.69290944707164
"DSP-1001250007851-H-B03.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",21760.92,"glomerulus","abnormal",19612,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B03","1001250007851","B03","",3197194,3175551,3151313,3006682,0.9948,0.9942,257942,20,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.3230626605705,98.5649603996504,94.0412749429656,91.4210415334911,5.26507464690759
"DSP-1001250007851-H-B04.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",20961.11,"glomerulus","abnormal",19269,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B04","1001250007851","B04","",4882585,4836584,4798184,4586350,0.9936,0.9928,347716,21,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0578556236092,98.2713869804622,93.9328245181599,92.418459123268,7.60913598165112
"DSP-1001250007851-H-B05.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",19698.46,"glomerulus","abnormal",16041,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B05","1001250007851","B05","",3882939,3853351,3820903,3648769,0.9948,0.994,295221,22,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2379998758672,98.4023442037075,93.9692588526371,91.9090246600977,5.88864483119031
"DSP-1001250007851-H-B06.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",19074.88,"glomerulus","abnormal",14578,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B06","1001250007851","B06","",3276177,3240761,3213371,3067729,0.9931,0.9926,289544,23,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,98.9189839254717,98.0829485098027,93.6374622006076,90.5616174049272,5.61516410984546
"DSP-1001250007851-H-B07.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",18329.61,"glomerulus","abnormal",18799,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B07","1001250007851","B07","",2780291,2752881,2729823,2602394,0.9936,0.9928,246222,24,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0141319739552,98.1847943254861,93.6014971094752,90.5386348108703,5.04552630829208
"DSP-1001250007851-H-B08.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",21006.46,"glomerulus","abnormal",15977,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B08","1001250007851","B08","",4218502,4185983,4153266,3966295,0.9945,0.9938,281872,25,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2291339437554,98.4535742782627,94.0214085473943,92.8933173150257,5.79828787847755
"DSP-1001250007851-H-B09.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",25569.54,"glomerulus","abnormal",19052,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B09","1001250007851","B09","",4400969,4366099,4333565,4088336,0.9944,0.9936,313398,26,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2076744916858,98.4684282029708,92.8962689807631,92.3343384692452,6.72764061845212
"DSP-1001250007851-H-B10.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",25085.55,"glomerulus","abnormal",18464,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B10","1001250007851","B10","",4253975,4217827,4184410,3970364,0.9941,0.9933,315017,27,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.1502535863516,98.3647059514924,93.3330355726115,92.0657904413802,6.32647048795313
"DSP-1001250007851-H-B11.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",26709.05,"glomerulus","abnormal",17967,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B11","1001250007851","B11","",4432495,4379055,4334663,4135907,0.993,0.9916,339534,28,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,98.7943584820739,97.7928457900122,93.3087798181385,91.7905794303402,7.46196005400841
"DSP-1001250007851-H-B12.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",22800.22,"glomerulus","abnormal",18626,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-B12","1001250007851","B12","",2940990,2916751,2894027,2765355,0.9943,0.9936,211391,29,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.1758217470988,98.4031567601386,94.0280313771893,92.3557373284804,4.2415710251035
"DSP-1001250007851-H-C01.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",27694.13,"glomerulus","abnormal",16140,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C01","1001250007851","C01","",2796433,2773828,2753266,2632365,0.9943,0.9936,399098,30,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.191648789726,98.456354935019,94.1329543743762,84.8388046490513,9.098723075959
"DSP-1001250007851-H-C02.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",19642.94,"glomerulus","abnormal",16742,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C02","1001250007851","C02","",1946817,1931555,1916167,1834373,0.9943,0.9935,261420,31,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.216053691744,98.4256352805631,94.2242131643601,85.7488089935907,4.88599421470278
"DSP-1001250007851-H-C03.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",29678.81,"glomerulus","abnormal",15818,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C03","1001250007851","C03","",2801068,2775979,2753163,2625099,0.994,0.9933,474411,32,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.1043059290242,98.2897594774565,93.7177890718826,81.9278815770377,9.36885162312545
"DSP-1001250007851-H-C04.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",18317.35,"glomerulus","abnormal",17937,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C04","1001250007851","C04","",1773282,1757069,1743366,1666863,0.9938,0.9931,247088,33,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0857066163193,98.3129586833905,93.9987548511743,85.1764662122802,4.08990964221713
"DSP-1001250007851-H-C05.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",16730.8,"glomerulus","abnormal",16590,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C05","1001250007851","C05","",1684194,1669504,1652764,1580108,0.9945,0.9937,241410,34,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.1277726912695,98.1338254381621,93.8198331071124,84.7219303996942,4.22075483954508
"DSP-1001250007851-H-C06.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",20956.11,"glomerulus","abnormal",18444,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C06","1001250007851","C06","",1618777,1598333,1583035,1511756,0.9924,0.9911,268794,35,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,98.7370712581165,97.7920368278027,93.3887743648446,82.2197497479752,4.72022048527317
"DSP-1001250007851-H-C07.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",17982.8,"glomerulus","abnormal",14653,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C07","1001250007851","C07","",1462293,1447082,1434666,1262945,0.9931,0.9922,235818,36,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,98.959784393415,98.1107069513428,86.3674379895137,81.3279279778613,3.76998281090597
"DSP-1001250007851-H-C08.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",27578.42,"glomerulus","abnormal",18423,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C08","1001250007851","C08","",1994845,1979784,1964017,1856885,0.9946,0.9939,297237,37,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2450039978043,98.4546167747369,93.0841744596698,83.9927082183334,5.52897003745978
"DSP-1001250007851-H-C09.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",22428.88,"glomerulus","abnormal",15028,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C09","1001250007851","C09","",1195802,1186754,1177368,1120898,0.9944,0.9937,182537,38,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2433529965663,98.4584404441538,93.7360867434575,83.7151105631378,2.63537066060938
"DSP-1001250007851-H-C10.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",22709.36,"glomerulus","abnormal",18346,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C10","1001250007851","C10","",1157923,1149574,1140216,1088847,0.995,0.9943,150692,39,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2789675997454,98.4707964173784,94.0344910671953,86.1604063748167,2.76407847955939
"DSP-1001250007851-H-C11.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",33264.39,"glomerulus","abnormal",15381,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C11","1001250007851","C11","",1518657,1504897,1492944,1429655,0.9939,0.9932,232560,40,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0939362871274,98.3068592842228,94.1394271385836,83.7331384145126,3.75832096907761
"DSP-1001250007851-H-C12.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",21286.78,"glomerulus","abnormal",17037,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-C12","1001250007851","C12","",783415,775715,769511,735930,0.9936,0.9929,128166,41,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0171237466732,98.2252063082785,93.9387170273737,82.5844849374261,1.76774221256959
"DSP-1001250007851-H-D01.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",23064.56,"glomerulus","abnormal",17357,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D01","1001250007851","D01","",1202229,1189993,1179787,1129322,0.9932,0.9925,118920,42,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,98.9822238525273,98.1333007272325,93.9356811389511,89.4697880675308,1.7652672753089
"DSP-1001250007851-H-D02.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",10588.6,"glomerulus","abnormal",17195,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D02","1001250007851","D02","",1114118,1104287,1095312,1038927,0.9938,0.9931,104768,43,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.1175979564104,98.3120279898539,93.2510739436936,89.9157496147468,2.00742872179376
"DSP-1001250007851-H-D03.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",23902.14,"glomerulus","abnormal",16858,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D03","1001250007851","D03","",3782447,3752988,3724434,3550832,0.9945,0.9938,314051,44,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2211655576403,98.466257425418,93.8765830691084,91.1555657941575,5.6679788879764
"DSP-1001250007851-H-D04.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",27538.88,"glomerulus","abnormal",19192,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D04","1001250007851","D04","",3281757,3257861,3234058,3089707,0.9948,0.9941,303053,45,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2718534614232,98.5465407706908,94.1479518440884,90.1915294880712,5.89285596542265
"DSP-1001250007851-H-D05.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",13586.59,"glomerulus","abnormal",17616,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D05","1001250007851","D05","",2627887,2605097,2584564,2467340,0.9941,0.9933,221470,46,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.1327633189707,98.3514131315388,93.8906429386043,91.0239367091686,4.24558424523404
"DSP-1001250007851-H-D06.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",15162.65,"glomerulus","abnormal",18629,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D06","1001250007851","D06","",2706732,2662857,2628343,2504089,0.9914,0.9898,274934,47,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,98.3790415896365,97.1039245850716,92.5133703669222,89.0205979100583,5.23842038089925
"DSP-1001250007851-H-D07.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",21049.87,"glomerulus","abnormal",17714,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D07","1001250007851","D07","",3759056,3724698,3693770,3509901,0.994,0.9933,362424,48,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.085993930391,98.2632341736862,93.3718731511316,89.6742386751079,7.5392635734648
"DSP-1001250007851-H-D08.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",16106.74,"glomerulus","abnormal",16741,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D08","1001250007851","D08","",2747832,2721299,2698161,2580030,0.9937,0.9926,266304,49,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.034402394324,98.1923567379665,93.8932947865808,89.6782595551215,4.40418366457984
"DSP-1001250007851-H-D09.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",19138.62,"glomerulus","abnormal",16218,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D09","1001250007851","D09","",2610379,2586703,2559156,2453269,0.9939,0.9933,263122,50,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0930052685836,98.0377178946046,93.9813337450232,89.2746372289382,4.55810942611197
"DSP-1001250007851-H-D10.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",21682.97,"glomerulus","abnormal",14898,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D10","1001250007851","D10","",4008351,3975272,3943401,3785450,0.9941,0.9933,338101,51,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.17474792003,98.3796329213684,94.4390848007073,91.0684066623519,5.53519188841512
"DSP-1001250007851-H-D11.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",22306.23,"glomerulus","abnormal",17942,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D11","1001250007851","D11","",4463474,4430372,4395367,4217987,0.9948,0.994,352283,52,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.2583803557498,98.4741257594421,94.5000911845795,91.6480776256541,6.65000261163051
"DSP-1001250007851-H-D12.dcc","directPCR","NextSeq","2x27",0,"disease3","DKD","Geometric Segment",17138.29,"glomerulus","abnormal",15790,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-D12","1001250007851","D12","",2761426,2734680,2709627,2596687,0.9939,0.9932,283057,53,"Geometric Segment-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0314424503861,98.1241938042156,94.0342779419039,89.0993023032811,4.6122907589084
"DSP-1001250007851-H-E01.dcc","directPCR","NextSeq","2x27",0,"disease4","DKD","PanCK",23053.27,"tubule","NA",15629,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-E01","1001250007851","E01","",3466160,3433496,3406559,3262250,0.9936,0.9928,330250,1,"PanCK-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99.0576314999885,98.2804890714797,94.1171209638332,89.8766188979998,5.70964580381986
"DSP-1001250007851-H-E02.dcc","directPCR","NextSeq","2x27",0,"disease4","DKD","neg",137927.28,"tubule","NA",15881,0.2,2.0.0,2020-06-15,"DSP-1001250007851-H-E02","1001250007851","E02","",15930693,15798541,15665879,14880916,0.9948,0.9941,1404059,1,"neg-aoi-001","DSP-1001250007851-H-A01.dcc",113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,99.1704566775595,98.3377119877961,93.4103494430531,90.5647004525797,38.6539906120827
